AK-02,-6.932320624940593,105.8516032032936,-6.925420624940593,105.84920320329361
AK-03,-7.260841249881187,104.9071064065872,-7.253941249881187,104.90470640658721
AK-06,-7.589361874821781,103.96260960988081,-7.582461874821781,103.96020960988082
AK-08,-7.917882499762374,103.01811281317441,-7.910982499762374,103.01571281317442
AK-09,-8.246403124702969,102.07361601646802,-8.239503124702969,102.07121601646803
AK-10,-8.574923749643562,101.12911921976162,-8.568023749643562,101.12671921976163
AK-23,-8.903444374584156,100.18462242305523,-8.896544374584156,100.18222242305524
AK-02,-7.567042500145433,106.55116437496407,-7.566042500145434,106.54716437496407
AK-03,-8.537185000290867,106.30862874992815,-8.536185000290867,106.30462874992814
AK-10,-9.5073275004363,106.06609312489222,-9.5063275004363,106.06209312489221
AK-02,-7.551679008721993,106.49561415116261,-7.551279008721993,106.49431415116261
AK-03,-8.507458017443986,106.20152830232523,-8.507058017443985,106.20022830232523
AK-02,-7.587777876713668,106.9124347345892,-7.587877876713668,106.9116347345892
AK-03,-8.580055753427336,107.03646946917841,-8.580155753427336,107.03566946917842
AK-02,-7.590637190209984,106.68809628097894,-7.590337190209983,106.68509628097894
AK-03,-8.585674380419967,106.58859256195788,-8.585374380419967,106.58559256195788
AK-02,-7.507221505174803,106.37423532267053,-7.506321505174803,106.37223532267053
AK-03,-8.419143010349606,105.96387064534106,-8.418243010349606,105.96187064534107
AK-02,-7.301506781187705,107.48970678118539,-7.303406781187705,107.48780678118538
AK-03,-8.008613562375409,108.19681356237078,-8.01051356237541,108.19491356237077
AK-02,-7.582693923832026,106.61630101269392,-7.5824939238320255,106.61510101269393
AK-03,-8.56908784766405,106.45190202538787,-8.568887847664051,106.45070202538787
AK-02,-7.261579465897479,106.03308384230458,-7.253279465897479,106.02568384230457
AK-03,-7.927058931794958,105.28666768460914,-7.918758931794958,105.27926768460914
AK-02,-5.9223205341025205,107.51851615769542,-5.930620534102521,107.52591615769542
AK-03,-5.256841068205041,108.26493231539085,-5.2651410682050415,108.27233231539086
AK-02,-5.609706076167974,106.94389898730607,-5.609906076167975,106.94509898730607
AK-03,-4.623312152335949,107.10829797461213,-4.62351215233595,107.10949797461213
AK-02,-5.889193218812296,106.07359321881461,-5.887293218812296,106.07549321881461
AK-03,-5.182086437624592,105.36648643762922,-5.180186437624592,105.36838643762923
AK-02,-5.682478494825197,107.19296467732947,-5.683378494825197,107.19496467732947
AK-03,-4.770556989650394,107.60332935465894,-4.771456989650393,107.60532935465893
AK-02,-5.600262809790017,106.88410371902106,-5.600562809790016,106.88710371902106
AK-03,-4.605225619580033,106.98360743804211,-4.605525619580034,106.98660743804211
AK-02,-6.980215384612329,105.8645230769218,-6.977815384612329,105.86352307692181
AK-03,-7.364830769224657,104.9414461538436,-7.362430769224657,104.94044615384361
AK-02,-5.596654241755182,106.70355452014553,-5.5965542417551815,106.70475452014553
AK-03,-4.600108483510363,106.62050904029107,-4.600008483510362,106.62170904029107
AK-02,-6.350564374966961,107.75794250014616,-6.352964374966962,107.75854250014615
AK-03,-6.108028749933923,108.72808500029231,-6.110428749933924,108.7286850002923
AK-02,-5.639720991278008,107.08248584883738,-5.640120991278008,107.08378584883738
AK-03,-4.683941982556016,107.37657169767476,-4.684341982556015,107.37787169767476
AK-02,-5.625757499854567,107.03223562503592,-5.626757499854566,107.03623562503593
AK-03,-4.655614999709133,107.27477125007185,-4.656614999709133,107.27877125007186
AK-10,-3.6854724995637005,107.51730687510778,-3.6864724995637,107.52130687510778
AK-02,-6.245776558411077,105.85737082243115,-6.243376558411077,105.85827082243115
AK-03,-5.894653116822153,104.92104164486231,-5.892253116822153,104.92194164486232
AK-07,-5.54352967523323,103.98471246729346,-5.54112967523323,103.98561246729346
