AK-01,-6.593775423042383,106.7937392694265,-6.594360730573512,106.79457542304239,stretch
AK-01,-6.594360730573512,106.79457542304239,-6.59436401997927,106.79463885143448,curve-before
AK-01,-6.59436401997927,106.79463885143448,-6.5929611485655055,106.79716401997928,stretch
AK-01,-6.5929611485655055,106.79716401997928,-6.592950343646684,106.79743241694219,curve-before
AK-01,-6.592950343646684,106.79743241694219,-6.593367583057823,106.79835034364669,stretch
AK-01,-6.593367583057823,106.79835034364669,-6.593365143046212,106.79844258640647,curve-before
AK-01,-6.593365143046212,106.79844258640647,-6.592157413593541,106.8007651430462,stretch
AK-01,-6.592157413593541,106.8007651430462,-6.592149232691743,106.80103199500147,curve-before
AK-01,-6.592149232691743,106.80103199500147,-6.592468004998533,106.80174923269175,stretch
AK-01,-6.592468004998533,106.80174923269175,-6.592585928049106,106.80194071950895,curve-before
AK-01,-6.592585928049106,106.80194071950895,-6.593359280491054,106.80288592804911,stretch
AK-01,-6.593359280491054,106.80288592804911,-6.593531799936399,106.8030377997244,curve-before
AK-01,-6.593531799936399,106.8030377997244,-6.595762200275599,106.80443179993641,stretch
AK-01,-6.595762200275599,106.80443179993641,-6.595982945013081,106.8045145431133,curve-before
AK-01,-6.595982945013081,106.8045145431133,-6.6007854568866975,106.80528294501309,stretch
AK-01,-6.6007854568866975,106.80528294501309,-6.601039497166492,106.80522324952774,curve-before
AK-01,-6.601039497166492,106.80522324952774,-6.601576750472252,106.80483949716648,stretch
AK-01,-6.601576750472252,106.80483949716648,-6.601718835891634,106.80462333168282,curve-before
AK-01,-6.601718835891634,106.80462333168282,-6.6027766683171825,106.79971883589164,stretch
AK-01,-6.6027766683171825,106.79971883589164,-6.602834164078649,106.79955527864044,curve-before
AK-01,-6.602834164078649,106.79955527864044,-6.60314472135955,106.79893416407864,stretch
AK-01,-6.60314472135955,106.79893416407864,-6.603141590019593,106.79893516756367,curve-before
AK-01,-6.603141590019593,106.79893516756367,-6.604664832436324,106.7997415900196,stretch
AK-01,-6.604664832436324,106.7997415900196,-6.604813622298276,106.79984076374885,curve-before
AK-01,-6.604813622298276,106.79984076374885,-6.608059236251153,106.80251362229826,stretch
AK-01,-6.608059236251153,106.80251362229826,-6.608192567058537,106.80264122588778,curve-before
AK-01,-6.608192567058537,106.80264122588778,-6.611658774112213,106.80649256705853,stretch
AK-01,-6.611658774112213,106.80649256705853,-6.611813408030463,106.80664078431987,curve-before
AK-01,-6.611813408030463,106.80664078431987,-6.616259215680137,106.81031340803045,stretch
AK-01,-6.616259215680137,106.81031340803045,-6.616391067154823,106.81044113895379,curve-before
AK-01,-6.616391067154823,106.81044113895379,-6.61995886104621,106.81449106715482,stretch
AK-01,-6.61995886104621,106.81449106715482,-6.620226491106407,106.81443675444679,curve-before
AK-01,-6.620226491106407,106.81443675444679,-6.6208632455532035,106.81252649110641,stretch
AK-01,-6.6208632455532035,106.81252649110641,-6.620903632649427,106.81249623031732,curve-before
AK-01,-6.620903632649427,106.81249623031732,-6.623403769682675,106.81240363264942,stretch
AK-01,-6.623403769682675,106.81240363264942,-6.623612594337278,106.81221442830366,curve-before
AK-01,-6.623612594337278,106.81221442830366,-6.623885571696332,106.81021259433729,stretch
AK-01,-6.623885571696332,106.81021259433729,-6.623921267812519,106.81017276068752,curve-before
AK-01,-6.623921267812519,106.81017276068752,-6.624527239312489,106.81002126781252,stretch
AK-01,-6.624527239312489,106.81002126781252,-6.6247386750490564,106.80987226499018,curve-before
AK-01,-6.6247386750490564,106.80987226499018,-6.625027735009812,106.80943867504905,stretch
AK-01,-6.625027735009812,106.80943867504905,-6.624999999999997,106.80915857864376,curve-before
AK-01,-6.624999999999997,106.80915857864376,-6.624941421356237,106.8091,stretch
AK-01,-6.624941421356237,106.8091,-6.624899999999999,106.8092,curve-before
AK-01,-6.624899999999999,106.8092,-6.625,106.8092,stretch
AK-01,-6.625,106.8092,-6.625041479426402,106.80922874526192,curve-before
AK-01,-6.625041479426402,106.80922874526192,-6.625271254738084,106.80984147942641,stretch
AK-01,-6.625271254738084,106.80984147942641,-6.625455708601452,106.81002998673674,curve-before
AK-01,-6.625455708601452,106.81002998673674,-6.625770013263275,106.81015570860146,stretch
AK-01,-6.625770013263275,106.81015570860146,-6.625982199493652,106.8099849207089,curve-before
AK-01,-6.625982199493652,106.8099849207089,-6.625915079291113,106.80958219949365,stretch
AK-01,-6.625915079291113,106.80958219949365,-6.625941421356237,106.8095,curve-before
AK-01,-6.625941421356237,106.8095,-6.626000000000003,106.80944142135623,stretch
AK-01,-6.626000000000003,106.80944142135623,-6.625999999999998,106.80944142135623,curve-before
AK-01,-6.625999999999998,106.80944142135623,-6.626258578643763,106.8097,stretch
AK-01,-6.626258578643763,106.8097,-6.626457436652691,106.80982923246856,curve-before
AK-01,-6.626457436652691,106.80982923246856,-6.6275707675314495,106.81025743665268,stretch
AK-01,-6.6275707675314495,106.81025743665268,-6.627815856889272,106.8101189001775,curve-before
AK-01,-6.627815856889272,106.8101189001775,-6.628081099822491,106.80861585688926,stretch
AK-01,-6.628081099822491,106.80861585688926,-6.6281150792911125,106.80858219949364,curve-before
AK-01,-6.6281150792911125,106.80858219949364,-6.628517800506344,106.80851507929111,stretch
AK-01,-6.628517800506344,106.80851507929111,-6.628652522573144,106.80826869356714,curve-before
AK-01,-6.628652522573144,106.80826869356714,-6.6284313064328595,106.80775252257314,stretch
AK-01,-6.6284313064328595,106.80775252257314,-6.6284414213562375,106.8077,curve-before
AK-01,-6.6284414213562375,106.8077,-6.628699999999999,106.80744142135623,stretch
AK-01,-6.628699999999999,106.80744142135623,-6.628756803513383,106.80717048798948,curve-before
AK-01,-6.628756803513383,106.80717048798948,-6.627229512010514,106.80325680351339,stretch
AK-01,-6.627229512010514,106.80325680351339,-6.627053823063011,106.80306632991923,curve-before
AK-01,-6.627053823063011,106.80306632991923,-6.62353367008076,106.80135382306301,stretch
AK-01,-6.62353367008076,106.80135382306301,-6.623450767308257,106.80126800499853,curve-before
AK-01,-6.623450767308257,106.80126800499853,-6.623131995001467,106.80055076730825,stretch
AK-01,-6.623131995001467,106.80055076730825,-6.622890545909077,106.80041044665288,curve-before
AK-01,-6.622890545909077,106.80041044665288,-6.622089553347118,106.80049054590907,stretch
AK-01,-6.622089553347118,106.80049054590907,-6.622061017021585,106.80047241895487,curve-before
AK-01,-6.622061017021585,106.80047241895487,-6.6215275810451315,106.7989610170216,stretch
AK-01,-6.6215275810451315,106.7989610170216,-6.621338982978416,106.79902758104514,curve-before
AK-01,-6.621338982978416,106.79902758104514,-6.621872418954869,106.80053898297841,stretch
AK-01,-6.621872418954869,106.80053898297841,-6.622109454090923,106.80068955334713,curve-before
AK-01,-6.622109454090923,106.80068955334713,-6.622910446652882,106.80060945409093,stretch
AK-01,-6.622910446652882,106.80060945409093,-6.623129232468552,106.80044256334732,curve-before
AK-01,-6.623129232468552,106.80044256334732,-6.62355743665269,106.79932923246855,stretch
AK-01,-6.62355743665269,106.79932923246855,-6.623472264990189,106.79906132495094,curve-before
AK-01,-6.623472264990189,106.79906132495094,-6.622738675049057,106.79857226499017,stretch
AK-01,-6.622738675049057,106.79857226499017,-6.622739497166492,106.79857675047225,curve-before
AK-01,-6.622739497166492,106.79857675047225,-6.623123249527748,106.79803949716649,stretch
AK-01,-6.623123249527748,106.79803949716649,-6.6230668168175795,106.79776252681569,curve-before
AK-01,-6.6230668168175795,106.79776252681569,-6.62143747318431,106.7967668168176,stretch
AK-01,-6.62143747318431,106.7967668168176,-6.621221553545945,106.79668233031893,curve-before
AK-01,-6.621221553545945,106.79668233031893,-6.619917669681083,106.79642155354594,stretch
AK-01,-6.619917669681083,106.79642155354594,-6.619675482582921,106.79643295216003,curve-before
AK-01,-6.619675482582921,106.79643295216003,-6.617867047839965,106.79697548258292,stretch
AK-01,-6.617867047839965,106.79697548258292,-6.617720477354147,106.79721694506743,curve-before
AK-01,-6.617720477354147,106.79721694506743,-6.618083054932569,106.79912047735414,stretch
AK-01,-6.618083054932569,106.79912047735414,-6.61806583592135,106.79924472135956,curve-before
AK-01,-6.61806583592135,106.79924472135956,-6.617855278640449,106.79966583592136,stretch
AK-01,-6.617855278640449,106.79966583592136,-6.617761324950944,106.79977226499018,curve-before
AK-01,-6.617761324950944,106.79977226499018,-6.615527735009811,106.80126132495094,stretch
AK-01,-6.615527735009811,106.80126132495094,-6.61536165680331,106.80142934552657,curve-before
AK-01,-6.61536165680331,106.80142934552657,-6.61417065447343,106.80326165680331,stretch
AK-01,-6.61417065447343,106.80326165680331,-6.614173937665434,106.80326100088232,curve-before
AK-01,-6.614173937665434,106.80326100088232,-6.612438999117685,106.80207393766544,stretch
AK-01,-6.612438999117685,106.80207393766544,-6.612347292693844,106.80196672059007,curve-before
AK-01,-6.612347292693844,106.80196672059007,-6.611433279409922,106.80004729269385,stretch
AK-01,-6.611433279409922,106.80004729269385,-6.611310524566699,106.79985897080623,curve-before
AK-01,-6.611310524566699,106.79985897080623,-6.608341029193772,106.79641052456671,stretch
AK-01,-6.608341029193772,106.79641052456671,-6.6082632455532035,106.79627350889359,curve-before
AK-01,-6.6082632455532035,106.79627350889359,-6.607826491106407,106.7949632455532,stretch
AK-01,-6.607826491106407,106.7949632455532,-6.6075758468174435,106.79483228008225,curve-before
