AK-01,-6.593,106.7973
AK-01,-6.5935,106.7984
AK-01,-6.5922,106.8009
AK-01,-6.5926,106.8018
AK-01,-6.5935,106.8029
AK-01,-6.5959,106.8044
AK-01,-6.6009,106.8052
AK-01,-6.6016,106.8047
AK-01,-6.6027,106.7996
AK-01,-6.6031,106.7988
AK-01,-6.6048,106.7997
AK-01,-6.6082,106.8025
AK-01,-6.6118,106.8065
AK-01,-6.6164,106.8103
AK-01,-6.6201,106.8145
AK-01,-6.6208,106.8124
AK-01,-6.6235,106.8123
AK-01,-6.6238,106.8101
AK-01,-6.6246,106.8099
AK-01,-6.625,106.8093
AK-01,-6.6248,106.8091
AK-01,-6.6251,106.8091
AK-01,-6.6254,106.8099
AK-01,-6.6259,106.8101
AK-01,-6.6258,106.8095
AK-01,-6.626,106.8093
AK-01,-6.6264,106.8097
AK-01,-6.6277,106.8102
AK-01,-6.628,106.8085
AK-01,-6.6286,106.8084
AK-01,-6.6283,106.8077
AK-01,-6.6287,106.8073
AK-01,-6.6271,106.8032
AK-01,-6.6234,106.8014
AK-01,-6.623,106.8005
AK-01,-6.622,106.8006
AK-01,50.0885,-113.42314999999999
AK-01,-6.622,106.8006
AK-01,-6.623,106.8005
AK-01,-6.6235,106.7992
AK-01,-6.6226,106.7986
AK-01,-6.6231,106.7979
AK-01,-6.6213,106.7968
AK-01,-6.6198,106.7965
AK-01,-6.6178,106.7971
AK-01,-6.6182,106.7992
AK-01,-6.6179,106.7998
AK-01,-6.6155,106.8014
AK-01,-6.6142,106.8034
AK-01,-6.6123,106.8021
AK-01,-6.6113,106.8
AK-01,-6.6082,106.7964
AK-01,-6.6077,106.7949
AK-01,-6.606,106.7954
AK-01,-6.6046,106.7965
AK-01,50.09595,-113.4005
AK-01,50.08924999999999,-113.39645
AK-01,-6.5969,106.7937
AK-01,-6.5959,106.7897
AK-01,-6.5955,106.7884
AK-01,-6.5956,106.7876
AK-01,-6.5932,106.7866
AK-01,-6.5931,106.7878
AK-01,-6.5903,106.7877
AK-01,-6.5906,106.7906
AK-01,-6.5958,106.7895
AK-01,-6.5963,106.7915
AK-01,-6.5928,106.7924
AK-01,-6.5927,106.7939
AK-01,-6.5932,106.7939
AK-01,-6.5938,106.7936
AK-01,-6.5945,106.7946
AK-02,-6.5959,106.7897
AK-02,-6.5955,106.7884
AK-02,-6.5956,106.7876
AK-02,-6.5953,106.7846
AK-02,-6.5944,106.7826
AK-02,-6.5963,106.7807
AK-02,-6.5961,106.7795
AK-02,50.09674999999999,-113.37515
AK-02,-6.5961,106.7795
AK-02,-6.5963,106.7807
AK-02,-6.5944,106.7826
AK-02,-6.5953,106.7846
AK-02,-6.5956,106.7876
AK-02,-6.5932,106.7866
AK-02,-6.5931,106.7878
AK-02,-6.5955,106.7884
AK-02,-6.5959,106.7897
AK-02,-6.5969,106.7937
AK-02,-6.5945,106.7946
AK-02,-6.593,106.7973
AK-02,-6.5935,106.7984
AK-02,-6.5922,106.8009
AK-02,-6.5926,106.8018
AK-02,-6.5935,106.8029
AK-02,-6.5959,106.8044
AK-02,-6.6009,106.8052
AK-02,-6.6016,106.8047
AK-02,-6.6027,106.7996
AK-02,-6.6031,106.7988
AK-02,-6.6048,106.7997
AK-02,-6.6082,106.8025
AK-02,-6.6118,106.8065
AK-02,-6.6164,106.8103
AK-02,-6.6201,106.8145
AK-02,-6.6208,106.8124
AK-02,-6.6235,106.8123
AK-02,-6.6238,106.8101
AK-02,-6.6246,106.8099
AK-02,-6.625,106.8093
AK-02,-6.6245,106.8089
AK-02,-6.6218,106.8086
AK-02,-6.6215,106.8079
AK-02,-6.6188,106.8069
AK-02,-6.6163,106.8045
AK-02,-6.6142,106.8034
AK-02,-6.6123,106.8021
AK-02,-6.6113,106.8
AK-02,-6.6082,106.7964
AK-02,-6.6077,106.7949
AK-02,-6.606,106.7954
AK-02,-6.6046,106.7965
AK-02,-6.6038,106.7961
AK-02,-6.5969,106.7937
AK-03,-6.5959,106.7897
AK-03,-6.5955,106.7884
AK-03,-6.5956,106.7876
AK-03,-6.5953,106.7846
AK-03,-6.5944,106.7826
AK-03,-6.5963,106.7807
AK-03,-6.5961,106.7795
AK-03,50.09674999999999,-113.37515
AK-03,-6.5961,106.7795
AK-03,-6.5963,106.7807
AK-03,-6.5944,106.7826
AK-03,-6.5953,106.7846
AK-03,-6.5956,106.7876
AK-03,-6.5932,106.7866
AK-03,-6.5931,106.7878
AK-03,-6.5955,106.7884
AK-03,-6.5959,106.7897
AK-03,-6.5969,106.7937
AK-03,-6.5945,106.7946
AK-03,-6.593,106.7973
AK-03,-6.5935,106.7984
AK-03,-6.5922,106.8009
AK-03,-6.5926,106.8018
AK-03,-6.5919,106.8021
AK-03,-6.5912,106.8021
AK-03,-6.59,106.8016
AK-03,-6.5893,106.8018
AK-03,-6.5888,106.8024
AK-03,-6.5884,106.803
AK-03,-6.5883,106.8041
AK-03,-6.5886,106.8049
AK-03,-6.5922,106.8046
AK-03,-6.5959,106.8044
AK-03,-6.6009,106.8052
AK-03,-6.6043,106.8068
AK-03,-6.6017,106.8111
AK-03,-6.6045,106.8071
AK-03,-6.6078,106.8099
AK-03,-6.6087,106.8105
AK-03,-6.6066,106.8087
AK-03,-6.6069,106.808
AK-03,-6.6065,106.8074
AK-03,-6.6066,106.8067
AK-03,-6.6052,106.8058
AK-03,-6.6052,106.8051
AK-03,-6.6017,106.8043
AK-03,-6.6027,106.7996
AK-03,-6.6031,106.7988
AK-03,-6.6042,106.7967
AK-03,-6.6038,106.7961
AK-03,-6.5969,106.7937
AK-05,-6.590138,106.853956
AK-05,-6.587577,106.852374
AK-05,-6.586791,106.853089
AK-05,-6.585347,106.848445
AK-05,-6.586867,106.843622
AK-05,-6.588769,106.841274
AK-05,-6.588997,106.836451
AK-05,-6.58996,106.835584
AK-05,-6.589333,106.818532
AK-05,-6.590271,106.818506
AK-05,-6.590765,106.816886
AK-05,-6.587305,106.81626
AK-05,-6.590765,106.81663
AK-05,-6.590866,106.816018
AK-05,-6.591487,106.815571
AK-05,-6.591868,106.814436
AK-05,-6.591665,106.808631
AK-05,-6.591259,106.808235
AK-05,-6.591272,106.805734
AK-05,50.106783,-113.397851
AK-05,50.106899999999996,-113.39785
AK-05,-6.5922,106.8046
AK-05,-6.5959,106.8044
AK-05,-6.6009,106.8052
AK-05,-6.6016,106.8047
AK-05,-6.6027,106.7996
AK-05,-6.6042,106.7967
AK-05,-6.6038,106.7961
AK-05,-6.5969,106.7937
AK-05,-6.5945,106.7946
AK-05,-6.593,106.7973
AK-05,-6.5935,106.7984
AK-05,-6.5922,106.8009
AK-05,-6.5926,106.8018
AK-05,-6.5935,106.8029
AK-05,-6.5922,106.8046
AK-05,-6.5921,106.8057
AK-05,50.107248,-113.396955
AK-05,50.107217999999996,-113.3969995
AK-05,-6.591259,106.808235
AK-05,-6.591665,106.808631
AK-05,-6.591868,106.814436
AK-05,-6.591487,106.815571
AK-05,-6.590866,106.816018
AK-05,-6.590765,106.81663
AK-05,-6.587305,106.81626
AK-05,-6.590765,106.816886
AK-05,-6.590271,106.818506
AK-05,-6.589333,106.818532
AK-05,-6.58996,106.835584
AK-05,-6.588997,106.836451
AK-05,-6.588769,106.841274
AK-05,-6.586867,106.843622
AK-05,-6.585347,106.848445
AK-05,-6.586791,106.853089
AK-05,-6.587577,106.852374
AK-05,-6.590138,106.853956
AK-05,-6.591304,106.859979
AK-05,-6.589352,106.865159
AK-05,50.0775185,-113.48614350000001
AK-05,50.107231,-113.397006
AK-05,50.107262999999996,-113.397022
AK-05,-6.591304,106.859979
AK-06,-6.6007,106.8137
AK-06,-6.6054,106.813
AK-06,-6.6078,106.8099
AK-06,-6.6066,106.8087
AK-06,-6.6069,106.808
AK-06,-6.6065,106.8074
AK-06,-6.6066,106.8067
AK-06,-6.6052,106.8058
AK-06,-6.6052,106.8051
AK-06,-6.6017,106.8043
AK-06,-6.6027,106.7996
AK-06,-6.6042,106.7967
AK-06,-6.6038,106.7961
AK-06,-6.5969,106.7937
AK-06,-6.599,106.8126
AK-07,-6.593,106.7973
AK-07,-6.5802,106.7967
AK-07,-6.5734,106.7964
AK-07,-6.5699,106.7987
AK-07,-6.5689,106.8002
AK-07,-6.5676,106.8012
AK-07,-6.5663,106.8019
AK-07,-6.5689,106.8056
AK-07,-6.5683,106.8071
AK-07,-6.5687,106.8088
AK-07,-6.5689,106.8087
AK-07,-6.5688,106.8082
AK-07,-6.5684,106.8073
AK-07,-6.5692,106.8054
AK-07,-6.5705,106.8044
AK-07,-6.5788,106.7981
AK-07,-6.5817,106.7968
AK-07,-6.5919,106.7971
AK-07,-6.5912,106.7938
AK-07,-6.5927,106.7939
AK-07,-6.5932,106.7939
AK-07,-6.5938,106.7936
AK-07,-6.594,106.7934
AK-07,-6.5943,106.793
AK-07,-6.5943,106.7927
AK-07,-6.5941,106.792
AK-07,-6.5963,106.7915
AK-07,-6.5969,106.7937
AK-07,-6.5945,106.7946
AK-08,-6.5886,106.8049
AK-08,-6.5889,106.8059
AK-08,-6.5921,106.8057
AK-08,-6.5922,106.8046
AK-08,-6.5959,106.8044
AK-08,-6.6009,106.8052
AK-08,-6.6016,106.8047
AK-08,-6.6027,106.7996
AK-08,-6.6042,106.7967
AK-08,-6.6038,106.7961
AK-08,-6.5969,106.7937
AK-08,-6.5945,106.7946
AK-08,-6.593,106.7973
AK-08,-6.5935,106.7984
AK-08,-6.5922,106.8009
AK-08,-6.5926,106.8018
AK-08,-6.5935,106.8029
AK-08,-6.5922,106.8046
AK-08,-6.5886,106.8049
AK-08,-6.5808,106.8067
AK-08,-6.5811,106.811
AK-08,50.11639999999999,-113.39125000000001
AK-08,-6.5811,106.811
AK-08,-6.5784,106.8112
AK-08,-6.577,106.8109
AK-08,-6.5699,106.8125
AK-08,-6.5689,106.8091
AK-08,-6.5808,106.8067
AK-09,-6.5886,106.8049
AK-09,-6.5889,106.8059
AK-09,-6.5921,106.8057
AK-09,-6.5922,106.8046
AK-09,-6.5959,106.8044
AK-09,-6.6009,106.8052
AK-09,-6.6043,106.8068
AK-09,-6.6017,106.8111
AK-09,-6.6045,106.8071
AK-09,-6.6125,106.813
AK-09,-6.621,106.8164
AK-09,-6.6212,106.8162
AK-09,-6.6125,106.813
AK-09,-6.6066,106.8087
AK-09,-6.6069,106.808
AK-09,-6.6065,106.8074
AK-09,-6.6066,106.8067
AK-09,-6.6052,106.8058
AK-09,-6.6052,106.8051
AK-09,-6.6017,106.8043
AK-09,-6.6027,106.7996
AK-09,-6.6042,106.7967
AK-09,-6.6038,106.7961
AK-09,-6.5969,106.7937
AK-09,-6.5945,106.7946
AK-09,-6.593,106.7973
AK-09,-6.5935,106.7984
AK-09,-6.5922,106.8009
AK-09,-6.5926,106.8018
AK-09,-6.5935,106.8029
AK-09,-6.5922,106.8046
AK-09,-6.5886,106.8049
AK-09,-6.5808,106.8067
AK-09,50.133199999999995,-113.38035
