AK-09,-6.5808,106.8067
AK-10,50.09589999999999,-113.3921
AK-10,-6.5969,106.7937
AK-10,-6.5945,106.7946
AK-10,-6.593,106.7973
AK-10,-6.5935,106.7984
AK-10,-6.5922,106.8009
AK-10,-6.5926,106.8018
AK-10,-6.5935,106.8029
AK-10,-6.5959,106.8044
AK-10,-6.6009,106.8052
AK-10,-6.6016,106.8047
AK-10,-6.6027,106.7996
AK-10,-6.6031,106.7988
AK-10,-6.6048,106.7997
AK-10,-6.6082,106.8025
AK-10,-6.6118,106.8065
AK-10,-6.6164,106.8103
AK-10,-6.6201,106.8145
AK-10,-6.6211,106.8159
AK-10,-6.621,106.8163
AK-10,-6.6212,106.8164
AK-10,-6.6214,106.8162
AK-10,-6.6211,106.8159
AK-10,-6.6201,106.8145
AK-10,-6.6208,106.8124
AK-10,-6.6235,106.8123
AK-10,-6.6238,106.8101
AK-10,-6.6246,106.8099
AK-10,-6.625,106.8093
AK-10,-6.6245,106.8089
AK-10,-6.6218,106.8086
AK-10,-6.6215,106.8079
AK-10,-6.6188,106.8069
AK-10,-6.6163,106.8045
AK-10,-6.6142,106.8034
AK-10,-6.6123,106.8021
AK-10,-6.6113,106.8
AK-10,-6.6082,106.7964
AK-10,-6.6077,106.7949
AK-10,-6.606,106.7954
AK-10,-6.6046,106.7965
AK-10,-6.6038,106.7961
AK-10,-6.5969,106.7937
AK-11,50.09475,-113.42699999999999
AK-11,-6.6125,106.813
AK-11,-6.6066,106.8087
AK-11,-6.6069,106.808
AK-11,-6.6065,106.8074
AK-11,-6.6066,106.8067
AK-11,-6.6052,106.8058
AK-11,-6.6052,106.8051
AK-11,-6.6017,106.8043
AK-11,-6.6027,106.7999
AK-11,-6.6044,106.8002
AK-11,-6.6056,106.8018
AK-11,-6.6077,106.8035
AK-11,-6.6096,106.8048
AK-11,-6.6099,106.8045
AK-11,-6.6178,106.812
AK-11,-6.6177,106.8123
AK-11,-6.6176,106.8133
AK-11,-6.6185,106.8153
AK-11,-6.6175,106.815
AK-11,-6.6125,106.813
AK-11,50.10345,-113.42485
AK-11,-6.6125,106.813
AK-11,-6.6116,106.8149
AK-11,-6.6139,106.8169
AK-11,-6.6134,106.8173
AK-11,-6.6133,106.8179
AK-11,-6.6136,106.8182
AK-11,-6.6135,106.8187
AK-11,-6.6138,106.8188
AK-11,-6.6137,106.8193
AK-11,-6.6119,106.8188
AK-11,-6.6115,106.8198
AK-11,-6.6084,106.8194
AK-11,-6.6115,106.8198
AK-11,-6.6113,106.8204
AK-11,50.1054,-113.43130000000001
AK-11,-6.6113,106.8204
AK-11,-6.6115,106.8198
AK-11,-6.613,106.8201
AK-11,50.1034,-113.43305
AK-11,-6.613,106.8201
AK-11,-6.6115,106.8198
AK-11,-6.6119,106.8188
AK-11,-6.6137,106.8193
AK-11,-6.6138,106.8188
AK-11,-6.6135,106.8187
AK-11,-6.6136,106.8182
AK-11,-6.6133,106.8179
AK-11,-6.6134,106.8173
AK-11,-6.6139,106.8169
AK-11,-6.6116,106.8149
AK-11,-6.6125,106.813
AK-12,-6.592,106.7925
AK-12,-6.5919,106.7971
AK-12,-6.5817,106.7968
AK-12,-6.5813,106.7965
AK-12,-6.5821,106.7932
AK-12,-6.5827,106.7931
AK-12,-6.5832,106.7915
AK-12,-6.5829,106.7877
AK-12,-6.5729,106.788
AK-12,50.1113,-113.35969999999999
AK-12,-6.5729,106.788
AK-12,-6.5829,106.7877
AK-12,-6.5903,106.7877
AK-12,-6.5906,106.7906
AK-12,-6.5958,106.7895
AK-12,-6.5963,106.7915
AK-12,-6.5928,106.7924
AK-21,-6.60146,106.8048
AK-21,-6.60109,106.80525
AK-21,-6.60432,106.80694
AK-21,-6.60165,106.81101
AK-21,-6.60459,106.80726
AK-21,-6.6076,106.80983
AK-21,-6.61235,106.81303
AK-21,-6.61586,106.81456
AK-21,-6.6212,106.8166
AK-21,-6.6218,106.8169
AK-21,-6.6241,106.8197
AK-21,-6.6283,106.8235
AK-21,-6.6331,106.8257
AK-21,-6.6353,106.8275
AK-21,-6.6405,106.8353
AK-21,-6.647,106.8424
AK-21,-6.6489,106.8436
AK-21,-6.6506,106.8449
AK-21,-6.655,106.8468
AK-21,-6.655,106.8466
AK-21,-6.6505,106.8447
AK-21,-6.6486,106.8432
AK-21,-6.6471,106.8425
AK-21,-6.6409,106.8356
AK-21,-6.6371,106.83
AK-21,-6.6354,106.8275
AK-21,-6.6339,106.826
AK-21,-6.629,106.8237
AK-21,-6.625,106.8205
AK-21,-6.6213,106.816
AK-21,-6.6207,106.8162
AK-21,-6.6163,106.8145
AK-21,-6.6152,106.8141
AK-21,-6.6117,106.8123
AK-21,-6.6079,106.8096
AK-21,-6.60366,106.80612
AK-21,-6.60187,106.80531
AK-23,-6.5735,106.8176
AK-23,-6.577,106.8178
AK-23,-6.5792,106.8184
AK-23,-6.5819,106.8178
AK-23,-6.5816,106.8132
AK-23,-6.5811,106.811
AK-23,-6.5808,106.8067
AK-23,-6.5886,106.8049
AK-23,-6.5889,106.8059
AK-23,-6.5921,106.8057
AK-23,-6.5922,106.8046
AK-23,-6.5959,106.8044
AK-23,-6.6009,106.8052
AK-23,-6.6016,106.8047
AK-23,-6.6027,106.7996
AK-23,-6.6042,106.7967
AK-23,-6.6038,106.7961
AK-23,-6.5969,106.7937
AK-23,-6.5945,106.7946
AK-23,-6.593,106.7973
AK-23,-6.5935,106.7984
AK-23,-6.5922,106.8009
AK-23,-6.5926,106.8018
AK-23,-6.5919,106.8021
AK-23,-6.5912,106.8021
AK-23,-6.59,106.8016
AK-23,-6.5893,106.8018
AK-23,-6.588,106.8005
AK-23,-6.586,106.7998
AK-23,-6.5832,106.8004
AK-23,-6.5817,106.801
AK-23,-6.5817,106.8018
AK-23,-6.5766,106.8024
AK-23,-6.5752,106.8045
AK-23,-6.5744,106.8047
AK-23,-6.5728,106.807
AK-23,-6.5701,106.8085
AK-23,-6.5703,106.8075
AK-23,-6.5695,106.8069
AK-23,-6.569,106.807
AK-23,-6.5685,106.8068
AK-23,-6.5684,106.8074
AK-23,-6.5689,106.8091
AK-23,-6.5704,106.8152
