shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
AK-04,-6.656712,106.830918,42
AK-04,-6.656991,106.831402,43
AK-04,-6.657828,106.831249,44
AK-04,-6.659982,106.833622,45
AK-04,-6.660312,106.836582,46
AK-04,-6.661604,106.837348,47
AK-04,-6.660312,106.836582,48
AK-04,-6.659982,106.833622,49
AK-04,-6.657828,106.831249,50
AK-04,-6.656991,106.831402,51
AK-04,-6.656712,106.830918,52
AK-04,-6.650769,106.828787,53
AK-04,-6.650617,106.826848,54
AK-04,-6.644787,106.819601,55
AK-04,-6.639889,106.816698,56
AK-04,-6.639826,106.815473,57
AK-04,-6.638824,106.815486,58
AK-04,-6.638457,106.814861,59
AK-04,-6.636619,106.813483,60
AK-04,-6.636592,106.813447,61
AK-04,-6.632298,106.812430,62
AK-04,-6.630150,106.810484,63
AK-04,-6.629086,106.809948,64
AK-04,-6.6277,106.8102,65
AK-04,-6.6264,106.8097,66
AK-04,-6.6260,106.8093,67
AK-04,-6.6258,106.8095,68
AK-04,-6.6259,106.8101,69
AK-04,-6.6254,106.8099,70
AK-04,-6.6251,106.8091,71
AK-04,-6.6248,106.8091,72
AK-04,-6.6245,106.8089,73
AK-04,-6.6218,106.8086,74
AK-04,-6.6215,106.8079,75
AK-04,-6.6188,106.8069,76
AK-04,-6.6163,106.8045,77
AK-04,-6.6142,106.8034,78
AK-04,-6.6123,106.8021,79
AK-05,-6.591304,106.859979,0
AK-05,-6.590138,106.853956,1
AK-05,-6.587577,106.852374,2
AK-05,-6.586791,106.853089,3
AK-05,-6.585347,106.848445,4
AK-05,-6.586867,106.843622,5
AK-05,-6.588769,106.841274,6
AK-05,-6.588997,106.836451,7
AK-05,-6.589960,106.835584,8
AK-05,-6.588988,106.820720,9
AK-05,-6.589340,106.818504,10
AK-05,-6.590262,106.818536,11
AK-05,-6.590755,106.816731,12
AK-05,-6.593217,106.817139,13
AK-05,-6.590755,106.816731,14
AK-05,-6.591487,106.815571,15
AK-05,-6.591868,106.814436,16
AK-05,-6.591665,106.808631,17
AK-05,-6.591259,106.808235,18
AK-05,-6.591272,106.805734,19
AK-05,-6.591276,106.805706,20
AK-05,-6.592177,106.805701,21
AK-05,-6.5922,106.8046,22
AK-05,-6.5959,106.8044,23
AK-05,-6.6009,106.8052,24
AK-05,-6.6016,106.8047,25
AK-05,-6.601646,106.804329,26
AK-05,-6.6027,106.7999,27
AK-05,-6.6027,106.7996,28
AK-05,-6.6031,106.7988,29
AK-05,-6.603941,106.797256,30
AK-05,-6.6042,106.7967,31
AK-05,-6.6038,106.7961,32
AK-05,-6.5969,106.7937,33
AK-05,-6.5945,106.7946,34
AK-05,-6.5930,106.7973,35
AK-05,-6.5935,106.7984,36
AK-05,-6.592262,106.800814,37
AK-05,-6.592667,106.801806,38
AK-05,-6.5935,106.8029,39
AK-05,-6.5922,106.8046,40
AK-05,-6.5921,106.8057,41
AK-05,-6.591272,106.805734,42
AK-05,-6.591272,106.805734,43
AK-05,-6.591259,106.808235,44
AK-05,-6.591665,106.808631,45
AK-05,-6.591868,106.814436,46
AK-05,-6.591487,106.815571,47
AK-05,-6.590755,106.816731,48
AK-05,-6.587249,106.816270,49
AK-05,-6.590755,106.816731,50
AK-05,-6.590262,106.818536,51
AK-05,-6.589340,106.818504,52
AK-05,-6.588988,106.820720,53
AK-05,-6.589960,106.835584,54
AK-05,-6.588997,106.836451,55
AK-05,-6.588769,106.841274,56
AK-05,-6.586867,106.843622,57
AK-05,-6.585347,106.848445,58
AK-05,-6.586791,106.853089,59
AK-05,-6.587577,106.852374,60
AK-05,-6.590138,106.853956,61
AK-05,-6.591304,106.859979,62
AK-05,-6.589352,106.865159,63
AK-06,-6.5990,106.8126,0
AK-06,-6.6007,106.8137,1
AK-06,-6.5982,106.8172,2
AK-06,-6.6007,106.8137,3
AK-06,-6.6054,106.8130,4
AK-06,-6.6078,106.8099,5
AK-06,-6.6087,106.8105,6
AK-06,-6.6078,106.8099,7
AK-06,-6.6066,106.8087,8
AK-06,-6.6045,106.8071,9
AK-06,-6.6043,106.8068,10
AK-06,-6.601624,106.805305,11
AK-06,-6.6016,106.8047,12
AK-06,-6.601646,106.804329,13
AK-06,-6.6027,106.7999,14
AK-06,-6.6027,106.7996,15
AK-06,-6.6031,106.7988,16
AK-06,-6.603941,106.797256,17
AK-06,-6.6042,106.7967,18
AK-06,-6.6038,106.7961,19
AK-06,-6.5969,106.7937,20
AK-06,-6.5945,106.7946,21
AK-06,-6.5930,106.7973,22
AK-06,-6.5935,106.7984,23
AK-06,-6.592262,106.800814,24
AK-06,-6.592667,106.801806,25
AK-06,-6.5935,106.8029,26
AK-06,-6.5959,106.8044,27
AK-06,-6.6009,106.8052,28
AK-06,-6.601624,106.805305,29
AK-06,-6.6043,106.8068,30
AK-06,-6.6017,106.8111,31
AK-06,-6.6045,106.8071,32
AK-06,-6.6066,106.8087,33
AK-06,-6.6078,106.8099,34
AK-06,-6.6054,106.8130,35
AK-06,-6.6007,106.8137,36
AK-06,-6.5990,106.8126,37
AK-07,-6.5945,106.7946,0
AK-07,-6.5930,106.7973,1
AK-07,-6.5919,106.7971,2
AK-07,-6.590952,106.797097,3
AK-07,-6.588653,106.796967,4
AK-07,-6.5817,106.7968,5
AK-07,-6.573345,106.796486,6
AK-07,-6.569892,106.798900,7
AK-07,-6.5689,106.8002,8
AK-07,-6.5676,106.8012,9
AK-07,-6.5663,106.8019,10
AK-07,-6.5689,106.8056,11
AK-07,-6.5685,106.8068,12
AK-07,-6.5684,106.8074,13
AK-07,-6.5689,106.8091,14
AK-07,-6.5684,106.8074,15
AK-07,-6.5685,106.8068,16
AK-07,-6.5689,106.8056,17
AK-07,-6.5692,106.8054,18
AK-07,-6.5705,106.8044,19
AK-07,-6.5788,106.7981,20
AK-07,-6.5817,106.7968,21
AK-07,-6.588653,106.796967,22
AK-07,-6.590952,106.797097,23
AK-07,-6.5919,106.7971,24
AK-07,-6.5912,106.7938,25
AK-07,-6.5927,106.7939,26
AK-07,-6.5932,106.7939,27
AK-07,-6.5938,106.7936,28
AK-07,-6.5940,106.7934,29
AK-07,-6.5943,106.7930,30
AK-07,-6.5943,106.7927,31
AK-07,-6.5941,106.7920,32
AK-07,-6.5963,106.7915,33
AK-07,-6.5969,106.7937,34
AK-08,-6.5808,106.8067,0
AK-08,-6.5886,106.8049,1
AK-08,-6.588862,106.805904,2
AK-08,-6.591276,106.805706,3
AK-08,-6.592177,106.805701,4
AK-08,-6.5922,106.8046,5
AK-08,-6.5959,106.8044,6
AK-08,-6.6009,106.8052,7
AK-08,-6.6016,106.8047,8
AK-08,-6.601646,106.804329,9
AK-08,-6.6027,106.7999,10
AK-08,-6.6027,106.7996,11
AK-08,-6.6031,106.7988,12
AK-08,-6.603941,106.797256,13
AK-08,-6.6042,106.7967,14
AK-08,-6.6038,106.7961,15
AK-08,-6.5969,106.7937,16
AK-08,-6.5945,106.7946,17
AK-08,-6.5930,106.7973,18
AK-08,-6.5935,106.7984,19
AK-08,-6.592262,106.800814,20
AK-08,-6.592667,106.801806,21
AK-08,-6.5935,106.8029,22
AK-08,-6.5922,106.8046,23
AK-08,-6.5886,106.8049,24
AK-08,-6.5808,106.8067,25
AK-08,-6.5811,106.8110,26
AK-08,-6.5816,106.8132,27
AK-08,-6.5811,106.8110,28
AK-08,-6.5784,106.8112,29
AK-08,-6.5770,106.8109,30
AK-08,-6.5699,106.8125,31
AK-08,-6.5689,106.8091,32
AK-09,-6.5808,106.8067,0
AK-09,-6.5886,106.8049,1
AK-09,-6.588862,106.805904,2
AK-09,-6.591276,106.805706,3
AK-09,-6.592177,106.805701,4
AK-09,-6.5922,106.8046,5
AK-09,-6.5959,106.8044,6
AK-09,-6.6009,106.8052,7
AK-09,-6.601624,106.805305,8
AK-09,-6.6043,106.8068,9
AK-09,-6.6017,106.8111,10
AK-09,-6.6045,106.8071,11
AK-09,-6.6066,106.8087,12
AK-09,-6.6078,106.8099,13
AK-09,-6.6087,106.8105,14
AK-09,-6.6125,106.8130,15
AK-09,-6.6161,106.8145,16
AK-09,-6.6175,106.8150,17
AK-09,-6.6210,106.8163,18
AK-09,-6.6212,106.8164,19
AK-09,-6.6214,106.8162,20
AK-09,-6.6211,106.8159,21
AK-09,-6.6210,106.8163,22
AK-09,-6.6175,106.8150,23
AK-09,-6.6161,106.8145,24
AK-09,-6.6125,106.8130,25
AK-09,-6.6087,106.8105,26
AK-09,-6.6078,106.8099,27
AK-09,-6.6066,106.8087,28
AK-09,-6.6069,106.8080,29
AK-09,-6.6065,106.8074,30
AK-09,-6.6066,106.8067,31
AK-09,-6.6052,106.8058,32
AK-09,-6.6052,106.8051,33
AK-09,-6.601646,106.804329,34
AK-09,-6.6027,106.7999,35
AK-09,-6.6027,106.7996,36
AK-09,-6.6031,106.7988,37
AK-09,-6.603941,106.797256,38
AK-09,-6.6042,106.7967,39
AK-09,-6.6038,106.7961,40
AK-09,-6.5969,106.7937,41
AK-09,-6.5945,106.7946,42
AK-09,-6.5930,106.7973,43
AK-09,-6.5935,106.7984,44
AK-09,-6.592262,106.800814,45
AK-09,-6.592667,106.801806,46
AK-09,-6.5935,106.8029,47
AK-09,-6.5922,106.8046,48
